1283341602.66
140	7	mikko	1	0	2629.0309999
141	4	kata	1	1	2648.0309999
142	6	kata	1	1	2666.04699993
143	7	kata	1	0	2683.06299996
144	6	mikko	0	1	2702.07800007
145	3	mikko	1	1	2721.0940001
146	2	mikko	0	0	2741.10899997
147	1	mikko	0	1	2758.125
148	5	mikko	1	1	2775.125
149	5	mikko	1	1	2792.14100003
150	4	mikko	1	0	2810.14100003
151	4	kata	0	0	2832.17199993
152	4	kata	1	1	2851.17199993
153	5	kata	1	1	2870.18799996
154	3	kata	1	1	2888.20300007
155	7	mikko	1	1	2906.2190001
156	1	mikko	1	1	2923.2190001
157	7	mikko	0	1	2944.25
158	3	kata	0	1	2964.25
159	7	mikko	1	0	2984.2809999
160	8	mikko	1	1	3003.2809999
161	7	kata	0	0	3020.29699993
162	6	kata	0	0	3040.32800007
163	3	kata	0	1	3057.34500003
164	3	mikko	0	1	3076.34699988
165	7	mikko	0	0	3093.36500001
166	7	kata	1	1	3112.38199997
167	4	mikko	1	1	3130.4000001
168	6	mikko	1	0	3149.41799998
169	7	mikko	0	0	3166.43599987
170	8	mikko	0	1	3183.43700004
171	7	mikko	0	1	3201.45499992
172	6	mikko	0	0	3224.47300005
173	1	kata	0	1	3242.49099994
174	6	kata	1	1	3262.50900006
175	2	mikko	1	1	3279.51099992
176	8	kata	1	0	3298.52900004
177	2	mikko	0	1	3315.546
178	6	mikko	0	1	3333.56399989
179	4	mikko	0	0	3352.56599998
180	8	kata	1	0	3371.58200002
181	4	mikko	0	1	3390.59899998
182	6	mikko	1	1	3409.59899998
183	2	kata	1	0	3428.61599994
184	2	mikko	0	1	3445.63199997
185	4	mikko	0	0	3465.6329999
186	6	kata	0	1	3485.64899993
187	8	kata	0	1	3504.66599989
188	5	kata	1	1	3523.66599989
189	6	kata	0	1	3542.68300009
190	4	kata	1	1	3561.69899988
191	3	kata	1	0	3580.71499991
192	2	kata	0	1	3597.71600008
